name,url,type,seal_brewer_member,ba_associate_member,ab_inbev,state
Snowy Mountain Brewery,,Brewpub,Y,,,WY
Soaring Ridge Craft Brewers,www.soaringridge.com,Micro,,,,VA
Soaring Wings Brewing,www.soaringwingswine.com,Micro,,Y,,NE
"Sobel's Obscure Brewery, LLC",www.Sobbrews.com,Contract,,Y,,PA
Sociable Cider Werks,www.sociablecider.com,Micro,,Y,,MN
Social Kitchen & Brewery,www.socialkitchenandbrewery.com,Brewpub,Y,,,CA
Societe Brewing Company,,Micro,Y,,,CA
Sockdolager Brewing Company,www.sockdolagerbrewery.com,Micro,Y,,,TX
Sockeye Brewing Co,www.sockyebrew.com,Micro,Y,,,ID
Soggy Bottom Brewing Co.,www.soggybottombrewery.com,Micro,Y,,,FL
Solace Brewing Company,www.solacebrewing.com,Micro,Y,,,VA
Solarc Brewing,www.solarcbrewing.com,Contract,,Y,,CA
Solemn Oath Brewery,www.solemnoathbrewery.com,Micro,Y,,,IL
Solemn Oath Brewery,,Planning,,Y,,IL
Solera Brewery,www.solerabrewery.com,Micro,,,,OR
Solid Ground Brewing,www.solidgroundbrewing.com,Brewpub,,,,CA
Solorio Brewing Co,www.soloriobrewing.com,Micro,,,,CA
Solvang Brewing Co,www.solvangbrewingcompany.com,Brewpub,Y,,,CA
Solvang Brewing Company - Lompoc,www.solvangbrewing.com,Brewpub,Y,,,CA
Soma Brewing LLC,,Planning,,Y,,NJ
SoMe Brewing Co,somebrewingco.com,Micro,Y,,,ME
Some Nerve Brewing Company,www.somenervebrewing.com,Micro,Y,,,WI
SomePlace Else Brewery,,Micro,,,,CO
Somers Point Brewing Company,,Planning,,Y,,NJ
Somerville Brewing Company,www.slumbrew.com,Micro,,,,MA
Something Brewery,www.somethingbrewery.com,Micro,Y,,,CO
Something Wicked Brewing Company,www.somethingwickedbrewing.com,Brewpub,Y,,,PA
Sonder Brewing,www.sonderbrewery.com,Planning,,Y,,OH
Sonoma Grille,www.sonomagrilleandbar.com,Brewpub,,,,CA
Sonoma Springs Brewing Co,www.sonomaspringsbrewing.com,Micro,Y,,,CA
Sonoran Brewing,www.sonoranbrewing.com,Contract,,,,AZ
Sons of Liberty Aleworks,www.solaleworks.com,Micro,Y,,,CA
Sons of Liberty Beer & Spirits Co.,www.solspirits.com,Micro,,,,RI
Sons Of Toil Brewing LLC,www.sonsoftoilllc.com/,Micro,Y,,,OH
Soo Brewing Company,www.soobrew.com,Micro,,,,MI
Sophisticated Hound Brewing Company,,Micro,,,,WV
Soquel Fermentation Project,,Micro,,,,CA
Soul Brewing Company,soulbrewco.com,Planning,,Y,,
Soul Squared Brewing Co.,www.soulsquaredbrewing.com,Micro,Y,,,CO
Soulcraft Brewing,www.soulcraftbeer.com,Micro,Y,,,CO
Sound Brewery,www.soundbrewery.com,Micro,,,,WA
Sound To Summit,www.sound2summit.com,Brewpub,Y,,,WA
Soundgrowler Brewing Co.,www.soundgrowler.com,Brewpub,Y,,,IL
Source Brewing,www.sourcebrewing.com,Planning,,Y,,NJ
Souris River Brewing,www.sourisriverbrewing.com,Brewpub,Y,,,ND
"South 40 Brewery, LLC",,Planning,,Y,,
South Austin Brewery,www.southaustinbrewery.com,Micro,,,,TX
South Bay Brewco,,Contract,,Y,,CA
South Bend Brew Werks,www.southbendbrewwerks.com,Brewpub,,,,IN
South County Brewing Co,www.southcountybrewing.com,Micro,,,,PA
South Cypress Brewing,,Brewpub,,,,FL
South Gate Brewing Co,www.southgatebrewco.com,Brewpub,Y,,,CA
South Haven Brewpub,www.southhavenbrewpub.com,Brewpub,,,,MI
South Lake Brewing Company,www.southlakebeer.com,Micro,Y,,,CA
South Park Brewing,www.southparkbrewing.com,Brewpub,Y,,,CA
South Park Brewing,www.southparkbrewingco.com,Micro,Y,,,CO
South Shore Brewery,www.southshorebrewery.com,Micro,Y,,,WI
South Shore Brewery - Washburn,,Micro,Y,,,WI
South Shore Craft Brewery,,Planning,,Y,,
South Street Brewery,www.southstreetbrewery.com,Brewpub,Y,,,VA
Southampton Publick House,www.publick.com,Brewpub,,,,NY
Southbound Brewing Co,www.southboundbrewingco.com,Micro,Y,,,GA
Southerleigh Brewing,www.southerleigh.com,Brewpub,Y,,,TX
Southern Appalachian Brewery,,Micro,,,,NC
Southern Barrel Brewing Company,www.southernbarrelbrewingco.com,Micro,Y,,,SC
Southern Brewing & Winemaking Brewery,www.southernbrewingwinemaking.com,Brewpub,,,,FL
Southern Brewing Company,www.sobrewco.com,Micro,,,,GA
Southern Craft Brewing Company,www.socraftbeer.com,Micro,Y,,,LA
Southern Grist Brewing Company,www.southerngristbrewing.com,Micro,Y,,,TN
Southern Heights Brewing Co LLC,www.southernheightsbrewing.com,Micro,Y,,,TX
Southern Heritage Brewing Company,www.southernheritagebrewing.com,Planning,,Y,,MO
Southern Hops Brewing Co.,www.southernhops.com,Brewpub,Y,,,SC
Southern Lights Brewing,www.southernlightsbrewing.com,Micro,,,,FL
Southern Pacific Brewing,www.southernpacificbrewing.com,Brewpub,,,,CA
Southern Peak Brewery,www.southernpeakbrewery.com,Micro,Y,,,NC
Southern Pines Brewing Company,www.southernpinesbrewing.com,Micro,Y,,,NC
Southern Prohibition Brewing,www.soprobrewing.com,Micro,Y,,,MS
Southern Range Brewing,www.southernrangebrewing.com,Brewpub,Y,,,NC
Southern Roots LLC,,Planning,,Y,,
Southern Sky Brewing Co,www.southernskybrewing.com,Micro,Y,,,GA
Southern Star Brewing,www.southernstarbrewing.com,Micro,Y,,,TX
Southern Strain Brewing Company,,Planning,,Y,,NC
Southern Sun Pub and Brewery,www.mountainsunpub.com,Brewpub,Y,,,CO
Southern Swells Brewing Company,www.southernswells.com,Micro,Y,,,FL
Southern Tier Brewing Co,www.stbcbeer.com,Brewpub,Y,,,PA
Southern Tier Brewing Co,,Planning,,Y,,OH
Southern Tier Brewing Co,www.southerntierbrewing.com,Regional,Y,,,NY
Southern Yankee Beer Company,southernyankeebeer.com,Planning,,Y,,TX
Southpaw BBQ & Southern Cooking,www.southpawbbqsf.com,Brewpub,,,,CA
Southside Brewing Co,www.southsidebrewing.net,Brewpub,,,,OH
"Space Time Mead and Cider Works, Inc",,Planning,,Y,,
Spada Farmhouse Brewery,www.spadafarmhousebrewery.com,Micro,,,,WA
Spahr Brewing Company,www.spahrbrewingcompany.com,Micro,Y,,,FL
Spangalang Brewery,www.spangalangbrewery.com,Micro,Y,,,CO
Spanish Banks Brewing,,Planning,,Y,,
Spartan Brewpub,,Brewpub,,,,MI
Speakeasy Ales and Lagers,www.goodbeer.com,Micro,Y,,,CA
Spearfish Brewing Company,spearfishbrewing.com,Micro,Y,,,SD
Speciation Artisan Ales,speciationartisanales.com,Micro,Y,,,MI
Spellbound Brewing,www.spellboundbrewing.com,Micro,,,,NJ
Spencer Brewery,www.spencerbrewery.com,Micro,Y,,,MA
Spencer Devon Brewing,www.spencerdevonbrewing.com,Brewpub,Y,,,VA
Spice Trade Brewing,www.spicetradebrewing.com,Brewpub,Y,,,CO
Spider Bite Brewing Co,www.spiderbitebeer.com,Micro,Y,,,NY
Spigots Brew Pub,www.spigotsbrewpub.com,Brewpub,,,,LA
Spilled Grain Brewhouse,www.spilledgrainbrewhouse.com,Micro,Y,,,MN
Spindletap Brewery,www.spindletap.com,Micro,Y,,,TX
Spiral Brewery,Spiralbrewery.com,Micro,Y,,,MN
Spires Social Brewing Co.,www.spiressocial.com,Planning,,Y,,OH
Spiteful Brewing,www.spitefulbrewing.com,Micro,Y,,,IL
Splintercat Brewing,,Planning,,Y,,OR
Spoetzl Brewery,www.shiner.com,Regional,Y,,,TX
Spoonwood Brewing Company,www.spoonwoodbrewing.com,Brewpub,Y,,,PA
Sports Brewpub,,Brewpub,,,,MI
SportsBreweries,www.sportsbreweries.com,Contract,,Y,,TX
Spotted Dog Brewery,www.spotteddogbrewery.com,Brewpub,Y,,,NM
Sprague Farm and Brew Works,www.sleepingchainsaw.com,Brewpub,Y,,,PA
Sprecher Brewing Co / Chameleon Brewing,www.sprecherbrewery.com,Micro,Y,,,WI
Spring Gate Brewery,www.springgatebrewery.com,Micro,Y,,,PA
Spring Hill Brewing,www.springhillbrewing.com,Micro,,,,PA
Spring House Brewery,www.springhousebeer.com,Micro,,,,PA
Spring Mountain Brewing Company,,Planning,,Y,,PA
Springfield Brewing Co,www.springfieldbrewingco.com,Brewpub,Y,,,MO
Squam Brewing Co,www.squambrewing.com,Micro,,,,NH
Square One Brewery and Distillery,www.squareonebrewery.com,Brewpub,,Y,,MO
Square Peg Brewerks,www.squarepegbrewerks.com,Micro,Y,,,CO
Square State Brewing,,Micro,,,,WY
Square Wheel Brewing Co,www.squarewheelbrewing.com,Micro,,,,WA
SquareHead Brewing,www.squareheadbrewing.com,Micro,,,,NY
SQZBX Brewery,www.sqzbx.com,Brewpub,,,,AR
SR 76 Beerworks,www.SR76beerworks.com,Micro,Y,,,CA
SS Fermentations Ltd.,,Planning,,Y,,CO
St Ambrose Cellars,www.stambrose-mead-wine.com,Micro,,,,MI
St Arnulf Alery,,Micro,,,,KY
St Brigid's Brewery,www.stbrigidsbrewery.com,Brewpub,,,,WA
St Clair Brown Winery & Brewery,www.stclairbrownwinery.com,Micro,,,,CA
St Elias Brewing Co,,Micro,,,,AK
St John Brewers,www.stjohnbrewers.com,Micro,Y,,,VI
St John Malt Brothers Brewing,www.sjmaltbros.com,Brewpub,Y,,,IN
St Nicholas Brewing Co,,Brewpub,Y,,,IL
St. Benedict's Brew Works,www.saintbenedictsbrewworks.com,Micro,,,,IN
St. Elmo Brewing Company,www.stelmobrewing.com,Micro,Y,,,TX
St. Florian's Brewery,www.stfloriansbrewery.com,Micro,,,,CA
St. Francis Brewing Company,www.stfrancisbrewery.com,Brewpub,Y,,,WI
St. Joseph Brewery & Public House,www.saintjoseph.beer.com,Brewpub,,,,IN
St. Pete Brewing Company,www.stpetebrewingcompany.com,Micro,Y,,,FL
Staas Brewing Company,www.staasbrewing.com,Micro,,,,OH
Stable 12 Brewing Company,www.stable12.com,Brewpub,Y,,,PA
Stable Craft Brewing,www.stablecraftbrewing.com,Brewpub,Y,,,VA
Stache Rabbit Brewing Company,,Planning,,Y,,TX
Stacked Deck Brewing,www.stackeddeckbrewing.com,Planning,,Y,,MN
Stadium Brewing Co,www.stadiumbrewingco.com,Brewpub,,,,CA
Stadium Pizza - Murrieta,www.stadiumpizza.com,Brewpub,Y,,,CA
Stadium Pizza Main ST,www.stadiumpizza.com,Brewpub,Y,,,CA
Stained Glass Beerworks,www.stainedglassbeerworks.com,Planning,,Y,,TX
Standard Brewing,www.standardbrew.com,Brewpub,Y,,,WA
Standard Deviant Brewing,www.standarddeviantbrewing.com,Micro,Y,,,CA
Standing Stone Brewing Co,www.standingstonebrewing.com,Micro,Y,,,OR
Star B Ranch,,Planning,,Y,,CA
Star City Brewing Company,www.starcitybrewing.com,Micro,,,,OH
Starboard Brewing Co,www.starboardbrewing.com,Brewpub,,,,WI
Stargazer Brewing Company,,Planning,,Y,,PA
Stark Brewing Company,www.starkbrewingcompany.com,Brewpub,,,,NH
Starkey's Seven Stars Brewery,sstarkey@Sstarcareproducts.com,Planning,,Y,,
"Starpoint Brewing, LLC",starpointbrewing.com,Micro,,,,NC
"Starpoint Brewing, LLC / Beer Study",www.drinkdurham.com,Micro,,,,NC
Starr Brothers Brewing Co.,starrbrothersbrewing.com,Brewpub,Y,,,NM
Starr Hill Brewery LLC,www.starrhill.com,Regional,Y,,,VA
Starr Hill Pilot Brewery & Side Stage,,Micro,Y,,,VA
Starry Eyed Brewing Company,www.starryeyedbrewing.com,Micro,Y,,,MN
Start Line Brewing Company,www.startlinebrewing.com,Micro,Y,,,MA
Starving Artist Brewing,,Micro,,,,MI
Stash Brewing Co,stashbrewingco.com,Micro,Y,,,CA
State 48 Barrel and Lager House,,Planning,,Y,,AZ
State 48 Brewery,,Planning,,Y,,AZ
State 48 Brewery,,Brewpub,Y,,,AZ
State Brewing Co LLC,www.statebrewingco.com,Micro,Y,,,CA
State Room Brewery,stateroombrewery.com,Brewpub,Y,,,CA
Stateline Brewery,www.statelinebrewery.com,Brewpub,Y,,,CA
Staten Island Beer Company,www.sibeerco.com,Micro,Y,,,NY
Station 26 Brewing Co,www.station26brewing.co,Micro,Y,,,CO
Stats Brewpub,StatsATL.com,Brewpub,Y,,,GA
Staunton River Brewing Company,www.stauntonriverbrewing.com,Micro,Y,,,VA
Steadfast Beer Co,www.steadfastbeer.com,Contract,,,,NY
Steady Brewing,Www.steadybrewing.com,Micro,Y,,,CA
Steady Habit Brewing Company,,Micro,Y,,,CT
Steady Hand Beer Co.,www.steadyhandbeer.com,Planning,,Y,,GA
Steam Bell Beer Works,www.steambell.beer,Micro,Y,,,VA
"Steam Crafters, LLC",www.SteamCrafters.beer,Planning,,Y,,
Steam Donkey Brewing Co,Steamdonkeybrewing.com,Micro,Y,,,WA
Steam Horse Brewing,,Micro,Y,,,FL
Steam Plant Grill,www.steamplantspokane.com,Brewpub,,,,WA
Steam Theory Brewing Co,www.steamtheorybrewing.com,Brewpub,Y,,,TX
Steampunk Brew Works,www.steampunkbrewworks.com,Micro,,,,MO
Steamworks Brewing Co,www.steamworksbrewing.com,Brewpub,Y,,,CO
Steel Bender Brewyard,www.steelbenderbrewyard.com,Brewpub,Y,,,NM
Steel Bonnet Brewing Co,www.steelbon.net,Micro,Y,,,CA
Steel Hands Brewing,,Planning,,Y,,SC
Steel Squared Brewing Company,,Contract,,,,WI
Steel String Craft Brewery,www.steelstringbrewery.com,Brewpub,Y,,,NC
Steel Toe Brewing,www.steeltoebrewing.com,Micro,Y,,,MN
Steele and Hops Public House,www.steeleandhops.com,Brewpub,,,,CA
SteelHead Aleworks,www.stealheadaleworks.com,Micro,,,,WI
Steelhead Brewing Co - Burlingame Station,www.steelheadbrewery.com,Brewpub,Y,,,CA
Steens Mountain Brewing Company,,Micro,,,,OR
Steeple Brewing Co,www.steeplebrewing.com,Micro,,,,NE
Stein Brewing Company,www.SteinBrewCo.com,Planning,,Y,,OH
Stein Brewing Company,www.jwellsbrewery.com,Micro,Y,,,CO
Steinhardt Brewing Company,www.steinhardtbrewing.com,Micro,,,,MD
Stellwagen Beer Company,www.stellwagenbeer.com,Micro,Y,,,MA
Stereo Brewing Co,www.stereobrewing.com,Micro,Y,,,CA
Sterling Beer Co.,www.sterlingbeer.com,Contract,,Y,,KY
Sterling Pig Brewery,www.sterlingpigbrewery.com,Brewpub,Y,,,PA
Stesti Brewing Company,,Micro,Y,,,TX
Steuben Brewing Company,www.steubenbrewingcompany.com,Micro,Y,,,NY
Stevens Point Brewery,www.pointbeer.com,Regional,Y,,,WI
Stewart's Brewing Co,www.stewartsbrewingcompany.com,Brewpub,Y,,,DE
Stewbum,www.stewbumandstonewall.com,Brewpub,Y,,,HI
Stick City Brewing Company,www.stickcitybeer.com,Micro,Y,,,PA
Stickman Brews,www.stickmanbrews.com,Micro,Y,,,PA
Stickmen Brewery,,Brewpub,Y,,,OR
Stiggs Brewery & Kitchen,www.stiggsbrewingcompany.com,Brewpub,,,,MI
Still HIll Brewery LLC,www.stillhillbrewery.com,Micro,Y,,,CT
Still River Brewery,,Micro,,,,MA
Stillmank Brewing Company,www.stillmankbrewery.com,Micro,Y,,,WI
Stillwater Artisanal Ales,,Contract,,,,MD
StillWest Brewery & Grill,,Planning,,Y,,WY
Stilt House Brewery,www.stilthousebrewery.com,Micro,,,,FL
Stitch House Brewery,www.stitchhousebrewery.com,Brewpub,Y,,,DE
Stockholms Vardshus,www.stockholmsbrewpub.com,Brewpub,Y,,,IL
Stockyards Brewing Company,www.stockyardsbrewing.com,Micro,Y,,,MO
Stoic Brewing,stoicbrewing.com,Contract,,,,TX
Stoik Beer Company,www.stoikbeer.com,Planning,,Y,,CO
Stoker's Brewing Company,,Planning,,Y,,PA
Stolen Sun Brewing Co,,Planning,,Y,,PA
Stone Brewing Co,www.stonebrewing.com,Regional,Y,,,CA
Stone Brewing Co- Richmond,,Regional,Y,,,VA
Stone Brewing Napa,,Brewpub,Y,,,CA
Stone Brewing World Bistro & Gardens- Liberty Station,www.stonelibertystation.com,Brewpub,Y,,,CA
Stone Cellar Brewpub / Stone Arch Brew House,www.stonecellarbrewpub.com,Brewpub,Y,,,WI
Stone Church Brewing,www.stonechurchbrewing.com,Micro,Y,,,CA
Stone Church Pizza & Brewpub,www.stonechurchbrewpub.com,Brewpub,,,,PA
Stone Corral Brewery,stonecorral.com,Micro,Y,,,VT
Stone Cow Brewery,,Micro,Y,,,MA
Stonecloud Brewing Co.,stonecloudbrewing.com,Micro,Y,,,OK
Stoneface Brewing Co,www.stonefacebrewing.com,Micro,Y,,,NH
Stonehome Brewing Company,www.stonehomebrewing.com,Brewpub,Y,,,ND
Stoneman Brewery,,Micro,,,,MA
Stones Throw Brewery,www.stonesthrowbrewco.com,Micro,Y,,,WA
Stone's Throw Brewing,www.stonesthrowbeer.com,Brewpub,Y,,,AR
Stoney Acres Farm,www.stoneyacresfarm.net,Brewpub,,,,WI
Stoneyard Brewing Company,www.stoneyardbrewingcompany.com,Brewpub,,,,NY
StoneyHead Brewing LLC,www.stoneyheadbrewing.com,Micro,Y,,,NV
Stony Creek Brewery,www.stonycreekbeer.com,Regional,Y,,,CT
Stony Creek Brewery At Foxwoods Resort Casino,,Planning,,Y,,CT
Stony Lake Brewing Company,www.stonylakebrewing.com,Micro,,,,MI
Storm Peak Brewing Company,www.stormpeakbrewing.com,Micro,Y,,,CO
StormBreaker Brewing,,Brewpub,Y,,,OR
StormBreaker Brewing St. Johns,www.stormbreakerbrewing.com,Brewpub,Y,,,OR
Stormcloud Brewing Company,www.stormcloudbrewing.com,Brewpub,Y,,,MI
Stormcloud Brewing Company Production Facility,,Micro,Y,,,MI
Stormy Mountain Brewing Company,www.stormymountainbrewing.com,Brewpub,Y,,,WA
Storybook Brewing,www.storybookbrewing.com,Micro,Y,,,CO
"Storytellers Brewery and Meet House, LLC",www.storytellersbrewery.com,Micro,Y,,,CA
Storytime Brewing Co.,www.storytimebrewing.com,Planning,,Y,,
Stoudts Brewing Co,www.stoudtsbeer.com,Micro,Y,,,PA
Stoup Brewing,www.stoupbrewing.com,Micro,Y,,,WA
Stout Beard Brewing Company,www.stoutbeardbrewery.com,Brewpub,,,,NY
Stover Brewing,www.stoverbrewing.com,Planning,,Y,,CA
Straight Shot Brewing,,Planning,,Y,,VA
Straight to Ale,www.straighttoale.com,Micro,Y,,,AL
Strand Brewery,www.strandbrewery.com,Brewpub,,,,MI
Strand Brewing Co,www.strandbrewing.com,Micro,,,,CA
Strange Brewery,www.strangebrew.net,Micro,,,,MA
Strange Craft Beer Co,www.strangecraft.com,Micro,Y,,,CO
Strange Days Brewing Co,www.strangedaysbrewing.com,Micro,Y,,,MO
Strange Days Brewing Company,www.strangedaysbrewing.com,Micro,Y,,,MO
Strange Land Brewery,www.strangelandbrewery.com,Micro,,,,TX
Strange Roots Experimental Ales,www.strangerootsbeer.com,Micro,,,,PA
Strangeways Brewing - FXBG,,Micro,Y,,,VA
Strangeways Brewing - RVA,,Micro,Y,,,VA
Strap Tank Brewing Co.,,Brewpub,Y,,,UT
Stratus Brewing,www.StratusBrewing.com,Planning,,Y,,
Straub Brewery,www.straubbeer.com,Regional,Y,,,PA
Strawberry Alley Ale Works,www.saaleworks.com,Brewpub,,,,TN
Strawn Brewing Co,www.strawnbrewing.com,Micro,,,,GA
Streetcar 82 Brewing Co.,www.streetcar82brewing.com,Micro,,,,MD
Streetside Brewery,,Micro,Y,,,OH
Strike Brewing Co,www.strikebrewingco.com,Micro,Y,,,CA
Strikhedonia Brewing Company LLC,,Planning,,Y,,IL
"Stringtown Brewing & Canning, Limited",,Planning,,Y,,
Strong Brewing,,Micro,,,,ME
Strong Rope Brewery,www.strongropebrewery.com,Micro,Y,,,NY
Structures Brewing,www.structuresbrewing.com,Micro,,,,WA
Strum Brewing Company,www.strumbrewing.com,Micro,,,,CA
Stubborn Beauty Brewing,www.stubbornbeauty.com,Micro,,,,CT
Stubborn German Brewing Co,www.stubborngermanbrewing.com,Micro,,,,IL
Studebaker Brewing Company,www.studebakerbrewingco.com,Planning,,Y,,IN
Studio Brew,www.studiobrew.beer,Brewpub,Y,,,VA
Stumblefoot Brewing,www.stumblefoot.com,Micro,Y,,,CA
Stumblin' Monkey Brewing Co,www.stumblinmonkeybeer.com,Micro,,,,NY
Stump City Brewing LLC,www.stumpcitybrewing.com,Micro,,,,NY
Stumptown Ales,www.stumptownales.com,Micro,Y,,,WV
Stumptown Brewery,,Brewpub,Y,,,CA
Suarez Family Brewery,www.suarezfamilybrewery.com,Micro,,,,NY
Sub Noir Brewing Company,www.subnoir.net,Micro,,,,NC
Suburban Brewing Co,www.suburbanbrewingco.com,Micro,,,,PA
Suds Brothers Brewing Co,www.sudsbrothersbrewery.com,Brewpub,,,,WY
Suds Brothers Brewing Co #2,www.sudsbrothers2fruita.com,Brewpub,,,,CO
Suds Monkey Brewing,www.sudsmonkeybrew.com,Micro,Y,,,TX
Sudwerk Brewing Co,www.sudwerkbrew.com,Micro,Y,,,CA
Sufferfest Beer Company,www.sufferfestbeer.com,Proprietor,Y,,,CA
Sugar Creek Brewing Co.,www.sugarcreekbrewing.com,Micro,Y,,,NC
Sugar Hill Brewing Company,www.sugarhillbrewing.com,Brewpub,,,,VA
Sugarfoot Saloon,,Brewpub,,,,MI
Sumerian Brewing Company,www.sumerianbrewingco.com,Micro,Y,,,WA
Summerhill Brewing LLC,www.facebook.com/Summerhill.brewing/,Micro,,,,NY
Summit Brewing Co,www.summitbrewing.com,Regional,Y,,,MN
Summit City Brwerks,www.summitcitybrewerks.com,Brewpub,Y,,,IN
Sun Brewing Co.,sunbrewingco.com,Brewpub,Y,,,TX
Sun King Brewery,,Micro,Y,,,IN
Sun King Brewing Co,,Planning,,Y,,IN
Sun King Brewing Co,,Regional,Y,,,IN
Sun Up Brewing Co.,,Brewpub,Y,,,AZ
Sun Up Brewing Company 330,,Planning,,Y,,AZ
Sun Valley Brewing Co,,Brewpub,,,,ID
Suncreek Brewery,www.suncreekbrewery.com,Planning,,Y,,FL
Sunday River Brewing Company,www.sundayriverbrewingcompany.com,Brewpub,Y,,,ME
Sundowner Brewing Co.,www.malibusundowner.com,Micro,,,,CA
Sunken City Brewing Co,www.sunkencitybeer.com,Micro,,,,VA
SunRift Beer Company,www.sunriftbeer.com,Micro,,,,MT
Sunriver Brewing,www.sunriverbrewingcompany.com,Micro,Y,,,OR
Sunset Reservoir Brewing Company,www.sunsetbeersf.com,Brewpub,,,,CA
Sunshine Brewing Company,www.sunshinebrewco.com,Micro,Y,,,WI
Super Brewing Company LLC,,Planning,,Y,,OR
Super Fun Time Brewing Company,,Planning,,Y,,PA
Super Owl Brewing,www.superowlbrewing.com,Micro,Y,,,CA
Superior Bathhouse Brewery,www.superiorbathhouse.com,Brewpub,Y,,,AR
Superior Coast Brewery / Karls Cuisine Winery and Brewery,www.karlscuisine.com,Brewpub,,,,MI
Surfridge Brewing Company,www.surfridgebrewery.com,Planning,,Y,,CA
Surly Brewing Company,www.surlybrewing.com,Regional,Y,,,MN
Surly Brewing Company,,Regional,Y,,,MN
Suspended Brewing Co,www.suspendedbrewing.com,Micro,Y,,,MD
Susquehanna Brewing Co,www.sbcbeer.com,Micro,Y,,,PA
Sutter Buttes Brewing,www.sutterbuttesbrewing.com,Brewpub,,,,CA
Svendale Brewing Co,svendale.com,Micro,Y,,,NY
Swamp Cabbage Brewing Company,www.swampcabbagebrewing.com,Micro,,,,SC
Swamp Head Brewery,www.swamphead.com,Micro,Y,,,FL
Swamp Rabbit Brewery and Taproom,www.theswamprabbitbrewery.com,Micro,Y,,,SC
Swan Brewing,www.swanbrewing.com,Micro,Y,,,FL
Swashbuckler Brewing Co,www.parenfaire.com,Micro,Y,,,PA
Sweet Mercy Brewing Co.,www.sweetmercybrewing.com,Planning,,Y,,FL
Sweet Spot Pub and Grill,www.sweetspotpub.com,Brewpub,,,,CA
Sweet Thursday Beer Co,www.sweetthursdaybeer.com,Planning,,Y,,NY
Sweet Union Brewing,www.sweetunionbrewing.com,Micro,,,,NC
Sweeten Creek Brewing,www.sweetencreekbrewing.com,Brewpub,,,,NC
SweetWater Brewing Co,www.sweetwaterbrew.com,Regional,,,,GA
Swiftwater Brewing Company,www.swiftwaterbrewing.com,Brewpub,Y,,,NY
Swine City Brewing Company,www.swinecitybrewing.com,Micro,Y,,,OH
Swinging Bridge Brewing Co,swingingbridgebrewing.com,Brewpub,Y,,,WI
Swinnerton Brewery,www.swinnertonbrewery.com,Micro,,,,WA
Switchback Brewing Co,www.switchbackvt.com,Regional,Y,,,VT
SwitchGear Brewing Co,www.switchgearbrewing.com,Micro,,,,WI
Switchyard Brewing Company,www.switchyardbrewing.com,Micro,Y,,,IN
Swover Creek Farm Brewery,www.swovercreekfarms.com,Micro,Y,,,VA
Sycamore Brewing,www.sycamorebrew.com,Brewpub,Y,,,NC
Syracuse Suds Factory,www.sudsfactory.com,Brewpub,,,,NY
T.F. Brewing Co,www.tfbrewing.com,Planning,,Y,,UT
Table 41 Brewing Co.,www.table41brewing.com,Micro,,,,NY
Table Rock Brewing LLC,,Micro,,,,OR
Tabol Brewing,,Planning,,Y,,VA
Tabula Rasa Brewing,,Planning,,Y,,FL
Tack Brewing,www.tackbrewing.com,Planning,,Y,,CA
Tacoma Brewing Co.,www.tacomabrewing.com,Micro,,,,WA
Tactical OPS Brewing Inc.,www.tacticalopsbrewing.com,Proprietor,Y,,,CA
Taft's Ale House,,Micro,Y,,,OH
Taft's Brewing Co,,Brewpub,Y,,,OH
Tahoe Mountain Brewing Company,www.tahoebrewing.com,Brewpub,Y,,,CA
Tahoe Mountain Brewing Company,,Micro,Y,,,CA
Tahquamenon Falls Brewery and Pub,www.tahquamenonfallsbrewery.com,Brewpub,,,,MI
Tailgate Brewery,www.tailgatebeer.com,Brewpub,Y,,,TN
TailGate Brewery Music Row,www.tailgatebeer.com,Brewpub,Y,,,TN
Tailspin Brewing Co,,Micro,Y,,,OH
Take 16 Brewing Company,www.take16beer.com,Micro,Y,,,MN
TaleSpinner Craft Brewery,www.talespinnerbrew.com,Planning,,Y,,NH
Talisman Brewing Company,www.talismanbrewingco.com,Micro,,,,UT
Talking Waters Brewing Co.,www.talkingwatersbrewing.com,Micro,Y,,,MN
Tall City Brewing Co.,,Planning,,Y,,TX
Tall Pines Brewing Company,,Planning,,Y,,
Tall Tales Brewing Co. LLC,www.talltalesbrew.com,Brewpub,,,,MD
Tallgrass Brewing Co,www.tallgrassbeer.com,Regional,Y,,,KS
Tallgrass Taphouse Co,www.tallgrasstaphouse.com,Brewpub,Y,,,KS
Tallulah Brewing Company,www.tallulahbrewing.com,Micro,Y,,,AL
Tamarack Brewing Co,www.tamarackbrewing.com,Micro,,,,MT
Tampa Bay Brewing Co Brewpub,,Micro,Y,,,FL
Tampa Bay Brewing Co Production Brewery,,Brewpub,Y,,,FL
Tampa Beer Works,www.esbbrewing.com,Micro,,,,FL
Tandem Brewing Co,www.tandembrewing.com,Brewpub,,,,OR
Taneum Creek Brewing,www.facebook.com/TaneumCreekBrewing,Micro,Y,,,WA
